COUNTRY CODE,YEAR,OOPEXP_PC_HEALTHXP,OOPEXP_USD_CAP,OOPEXP_PC_GDP,VOLUNTARY_PC_GDP,COMPULSORY_PC_GDP,TOT_USD_CAP,COMPULSORY_PC_HEALTHXP,TOT_PC_GDP,VOLUNTARY_USD_CAP,VOLUNTARY_PC_HEALTHXP,COMPULSORY_USD_CAP
GBR,2017,15.878,655.188,1.56,2.093,7.732,4126.347,78.694,9.825,879.168,21.306,3247.179
LUX,2003,13.258,584.834,0.924,1.193,5.778,4411.173,82.89,6.971,754.757,17.11,3656.418
IDN,2016,37.201,,1.16,1.704,1.415,,45.365,3.119,,54.635,
GBR,2016,15.249,608.444,1.505,2.007,7.86,3989.966,79.657,9.867,811.683,20.343,3178.283
LUX,2004,12.774,610.077,0.938,1.224,6.122,4775.922,83.334,7.347,795.941,16.666,3979.981
GBR,2015,15.096,577.921,1.495,2.03,7.874,3828.277,79.503,9.904,784.668,20.497,3043.61
GBR,2014,15.133,572.014,1.507,2.044,7.913,3779.797,79.469,9.958,776.04,20.531,3003.757
GBR,2013,15.284,564.66,1.525,2.072,7.907,3694.482,79.237,9.979,767.103,20.763,2927.378
GBR,2012,13.82,502.859,1.389,1.931,8.12,3638.662,80.786,10.052,699.139,19.214,2939.523
IDN,2011,56.918,,1.682,2.139,0.816,,27.611,2.955,,72.389,
GBR,2011,13.116,458.663,1.308,1.845,8.129,3496.911,81.505,9.973,646.769,18.495,2850.143
IDN,2010,56.988,,1.687,2.182,0.779,,26.315,2.961,,73.685,
GBR,2010,12.884,442.014,1.287,1.813,8.176,3430.8,81.849,9.989,622.729,18.151,2808.071
IDN,2009,48.09,,1.291,1.736,0.949,,35.355,2.685,,64.645,
IDN,2004,44.809,,0.967,1.387,0.748,,34.626,2.159,,64.258,
IDN,2003,44.958,,1.028,1.46,0.813,,35.554,2.288,,63.831,
IDN,2002,45.182,,0.913,1.332,0.673,,33.318,2.021,,65.937,
IDN,2001,39.455,,0.853,1.317,0.782,,36.171,2.161,,60.932,
IDN,2008,48.147,,1.258,1.696,0.917,,35.077,2.613,,64.923,
IDN,2007,48.644,,1.391,1.826,1.028,,35.965,2.859,,63.87,
IDN,2006,52.325,,1.39,1.822,0.834,,31.4,2.656,,68.6,
IDN,2005,54.211,,1.392,1.83,0.734,,28.579,2.569,,71.26,
IDN,2000,43.861,,0.832,1.306,0.585,,30.808,1.898,,68.795,
PRT,1999,,,,2.553,5.069,1319.759,66.496,7.622,442.105,33.499,877.592
PRT,1998,,,,2.508,4.875,1193.645,66.026,7.383,405.511,33.972,788.117
PRT,1997,,,,2.638,4.776,1143.48,64.409,7.414,406.915,35.586,736.506
PRT,1996,,,,2.675,4.776,1085.456,64.094,7.452,389.675,35.9,695.707
PRT,1995,,,,2.773,4.426,1008.849,61.474,7.2,388.594,38.519,620.182
PRT,1994,,,,2.435,3.992,861.925,62.11,6.427,326.583,37.89,535.342
PRT,1993,,,,2.445,4.008,823.27,62.108,6.453,311.951,37.892,511.318
PRT,1992,,,,2.56,3.627,790.108,58.625,6.187,326.905,41.375,463.203
PRT,1991,,,,2.29,3.75,733.521,62.088,6.039,278.089,37.912,455.432
PRT,1990,,,,1.935,3.581,629.896,64.913,5.516,221.012,35.087,408.884
PRT,1989,,,,2.635,2.903,577.862,52.415,5.538,274.976,47.585,302.886
PRT,1988,,,,2.824,3.185,575.018,53.007,6.009,270.221,46.993,304.797
PRT,1987,,,,2.852,2.917,494.568,50.561,5.769,244.506,49.438,250.059
PRT,1986,,,,2.879,3.053,463.113,51.468,5.932,224.759,48.532,238.353
JPN,1993,,,,1.317,5.014,1327.188,79.197,6.332,276.093,20.803,1051.094
JPN,1994,,,,1.408,5.176,1414.913,78.61,6.584,302.657,21.39,1112.256
JPN,1991,,,,1.251,4.523,1162.031,78.33,5.774,251.81,21.67,910.221
JPN,1992,,,,1.317,4.708,1248.688,78.135,6.025,273.027,21.865,975.661
USA,1989,21.029,513.132,2.245,6.405,4.27,2440.059,39.999,10.675,1464.066,60.001,975.994
JPN,1990,,,,1.29,4.467,1084.852,77.594,5.757,243.075,22.406,841.778
USA,1988,22.241,491.688,2.296,6.197,4.125,2210.695,39.966,10.322,1327.163,60.034,883.532
USA,1987,22.736,452.565,2.258,5.833,4.101,1990.544,41.283,9.933,1168.784,58.717,821.759
JPN,1999,16.192,270.077,1.13,1.391,5.585,1667.922,80.057,6.976,332.632,19.943,1335.29
ESP,1998,23.953,311.73,1.651,1.936,4.956,1301.428,71.909,6.892,365.588,28.091,935.84
JPN,1997,15.611,238.291,0.999,1.23,5.17,1526.474,80.782,6.4,293.357,19.218,1233.117
ESP,1997,23.7,291.723,1.644,1.928,5.009,1230.891,72.211,6.936,342.056,27.789,888.835
JPN,1998,16.086,252.433,1.064,1.316,5.299,1569.295,80.102,6.615,312.261,19.898,1257.034
JPN,1995,14.474,203.852,0.909,1.146,5.136,1408.388,81.752,6.282,257,18.248,1151.389
ESP,1999,24.033,329.308,1.66,1.951,4.956,1370.226,71.752,6.906,387.057,28.248,983.17
JPN,1996,14.474,207.335,0.886,1.117,5.006,1432.447,81.752,6.124,261.39,18.248,1171.057
ESP,1994,20.75,218.27,1.426,1.682,5.192,1051.928,75.535,6.874,257.357,24.465,794.571
SVK,2017,18.712,383.303,1.267,1.358,5.411,2048.386,79.939,6.769,410.931,20.061,1637.456
ESP,1993,19.982,205.424,1.388,1.649,5.299,1028.029,76.267,6.948,243.98,23.733,784.048
SVK,2018,18.908,405.021,1.264,1.328,5.358,2142.079,80.134,6.686,425.549,19.866,1716.53
ESP,1996,23.772,280.333,1.676,1.962,5.09,1179.273,72.184,7.052,328.026,27.816,851.246
SVK,2019,,,,1.301,5.631,2353.645,81.23,6.933,441.772,18.77,1911.872
ESP,1995,24.205,272.447,1.701,1.965,5.064,1125.56,72.039,7.029,314.713,27.961,810.846
ESP,1990,,,,1.316,4.768,820.985,78.365,6.084,177.617,21.635,643.368
ESP,1992,19.372,189.752,1.287,1.521,5.124,979.507,77.109,6.645,224.215,22.891,755.292
ESP,1991,19.509,175.172,1.223,1.436,4.835,897.88,77.099,6.271,205.627,22.901,692.254
USA,1986,23.351,431.469,2.262,5.716,3.973,1847.773,41.008,9.689,1090.03,58.992,757.743
USA,1985,23.167,401.977,2.204,5.683,3.832,1735.156,40.27,9.515,1036.412,59.73,698.745
SVK,2010,22.801,458.378,1.765,2.175,5.567,2010.377,71.908,7.742,564.762,28.092,1445.615
USA,1984,23.059,366.798,2.142,5.505,3.786,1590.667,40.752,9.291,942.445,59.248,648.222
SVK,2011,23.572,465.483,1.734,1.929,5.428,1974.761,73.78,7.357,517.776,26.22,1456.986
USA,1983,23.16,336.278,2.163,5.47,3.871,1451.945,41.439,9.341,850.273,58.561,601.672
SVK,2012,23.233,487.291,1.755,2.102,5.451,2097.401,72.169,7.553,583.721,27.831,1513.68
USA,1982,23.52,312.737,2.167,5.39,3.822,1329.669,41.49,9.212,777.983,58.51,551.686
SVK,2013,23.322,502.278,1.751,1.937,5.572,2153.698,74.205,7.509,555.54,25.795,1598.158
USA,1981,23.903,284.814,2.038,4.946,3.579,1191.537,41.982,8.526,691.302,58.018,500.236
SVK,2014,18.008,361.979,1.241,1.363,5.53,2010.11,80.227,6.893,397.454,19.773,1612.656
USA,1980,24.693,255.896,2.035,4.783,3.458,1036.3,41.963,8.241,601.436,58.037,434.865
SVK,2015,18.444,379.874,1.253,1.378,5.415,2059.654,79.716,6.793,417.778,20.284,1641.877
SVK,2016,18.194,371.071,1.272,1.373,5.619,2039.544,80.36,6.992,400.559,19.64,1638.985
JPN,1982,,,,1.88,4.599,662.273,70.986,6.479,192.15,29.014,470.123
JPN,1983,,,,1.783,4.766,712.164,72.777,6.549,193.869,27.223,518.295
JPN,1980,,,,1.793,4.454,533,71.294,6.247,153.004,28.706,379.997
JPN,1981,,,,1.836,4.495,601.69,70.998,6.33,174.504,29.002,427.186
USA,1999,15.671,672.215,1.948,6.927,5.502,4289.565,44.269,12.429,2390.631,55.731,1898.934
USA,1998,15.698,640.959,1.951,6.868,5.56,4083.053,44.739,12.428,2256.351,55.261,1826.702
JPN,1988,,,,1.515,4.59,965.596,75.181,6.105,239.649,24.819,725.946
JPN,1989,,,,1.377,4.518,1017.396,76.641,5.896,237.657,23.359,779.739
JPN,1986,,,,1.769,4.645,856.616,72.423,6.414,236.228,27.577,620.388
JPN,1987,,,,1.683,4.705,913.245,73.657,6.388,240.574,26.343,672.671
JPN,1984,,,,1.727,4.64,743.171,72.873,6.368,201.603,27.127,541.568
JPN,1985,,,,1.897,4.584,815.299,70.724,6.481,238.683,29.276,576.616
USA,1997,15.155,591.868,1.881,6.696,5.717,3905.402,46.056,12.414,2106.734,53.944,1798.668
USA,1996,14.893,558.116,1.862,6.724,5.781,3747.624,46.231,12.506,2015.063,53.769,1732.561
USA,1995,15.114,543.852,1.896,6.744,5.798,3598.378,46.227,12.542,1934.954,53.773,1663.424
USA,1994,15.683,539.798,1.949,6.739,5.689,3441.954,45.772,12.428,1866.493,54.228,1575.461
USA,1993,16.8,554.397,2.101,6.975,5.531,3299.975,44.228,12.506,1840.455,55.772,1459.52
USA,1992,17.925,558.169,2.196,6.967,5.283,3113.846,43.129,12.25,1770.883,56.871,1342.963
USA,1991,19.089,556.622,2.287,6.978,5.001,2915.953,41.745,11.979,1698.676,58.255,1217.277
USA,1990,20.455,552.361,2.312,6.761,4.543,2700.355,40.189,11.304,1615.105,59.811,1085.25
ESP,1979,,,,1.012,3.877,296.57,79.296,4.889,61.402,20.704,235.169
ESP,1976,,,,1.246,3.409,221.989,73.233,4.655,59.419,26.767,162.57
ESP,1975,,,,0.968,3.213,185.396,76.854,4.181,42.913,23.147,142.484
ESP,1978,,,,1.043,3.897,276.613,78.884,4.94,58.409,21.116,218.203
ESP,1977,,,,1.201,3.702,252.646,75.499,4.903,61.901,24.501,190.745
ESP,1972,,,,1.241,2.531,120.144,67.103,3.771,39.524,32.897,80.62
ESP,1971,,,,1.304,2.271,102.067,63.528,3.574,37.226,36.472,64.841
ESP,1974,,,,1.126,2.891,163.713,71.974,4.017,45.883,28.026,117.83
ESP,1973,,,,0.879,2.81,132.564,76.169,3.689,31.593,23.832,100.973
ESP,1970,,,,1.13,2.007,82.882,63.969,3.137,29.862,36.029,53.019
USA,1979,25.572,232.44,1.991,4.569,3.217,908.963,41.315,7.786,533.428,58.685,375.534
USA,1978,26.669,215.72,2.042,4.516,3.14,808.884,41.013,7.656,477.136,58.987,331.748
USA,1977,28.042,203.656,2.155,4.569,3.114,726.241,40.527,7.683,431.916,59.473,294.325
USA,1976,29.181,186.424,2.17,4.386,3.049,638.851,41.009,7.435,376.866,58.991,261.985
ESP,1987,,,,1.042,4.019,521.446,79.41,5.061,107.365,20.59,414.081
ESP,1986,,,,1.021,3.97,471.451,79.541,4.991,96.453,20.459,374.998
ESP,1989,,,,1.279,4.472,712.577,77.758,5.752,158.495,22.242,554.082
ESP,1988,,,,1.181,4.447,637.049,79.019,5.628,133.657,20.981,503.393
ESP,1983,,,,0.797,4.536,420.243,85.061,5.333,62.779,14.939,357.464
SVK,2006,26.588,356.728,1.821,2.056,4.794,1341.677,69.983,6.851,402.737,30.017,938.94
ESP,1982,,,,1.072,4.11,388.71,79.319,5.182,80.389,20.681,308.321
SVK,2007,27.37,433.497,1.964,2.203,4.974,1583.82,69.3,7.177,486.24,30.7,1097.579
ESP,1985,,,,0.981,4.049,444.489,80.493,5.03,86.705,19.507,357.784
SVK,2008,21.02,354.622,1.462,1.714,5.243,1687.058,75.363,6.956,415.639,24.637,1271.419
ESP,1984,,,,0.928,4.218,428.996,81.971,5.146,77.345,18.029,351.651
SVK,2009,22.418,406.539,1.782,2.107,5.841,1813.469,73.487,7.948,480.807,26.513,1332.662
ESP,1981,,,,1.085,4.005,360.444,78.684,5.09,76.831,21.316,283.613
ESP,1980,,,,0.993,3.961,330.01,79.957,4.954,66.145,20.043,263.865
USA,1975,30.768,172.531,2.212,4.2,2.988,560.75,41.572,7.188,327.638,58.428,233.112
USA,1974,32.463,160.731,2.224,4.084,2.769,495.114,40.404,6.852,295.066,59.596,200.048
USA,1973,33.972,149.239,2.219,3.993,2.538,439.302,38.863,6.531,268.578,61.137,170.724
SVK,2000,10.839,74.805,0.575,0.575,4.728,690.147,89.161,5.303,74.805,10.839,615.342
USA,1972,34.369,136.477,2.24,4.025,2.491,397.097,38.234,6.516,245.269,61.766,151.828
SVK,2001,10.904,82.705,0.581,0.581,4.75,758.472,89.094,5.332,82.705,10.904,675.751
USA,1971,35.394,126.707,2.259,3.949,2.433,357.988,38.115,6.382,221.539,61.885,136.449
SVK,2002,11.017,95.696,0.607,0.607,4.903,868.625,88.983,5.509,95.696,11.017,772.93
USA,1970,37.219,121.691,2.325,3.923,2.323,326.961,37.196,6.247,205.343,62.804,121.618
SVK,2003,12.213,107.045,0.665,0.665,4.783,876.501,87.787,5.448,107.045,12.213,769.456
SVK,2004,20.913,230.178,1.353,1.45,5.019,1100.622,77.579,6.469,246.765,22.421,853.856
SVK,2005,23.61,281.295,1.556,1.628,4.96,1191.447,75.286,6.589,294.454,24.714,896.993
FIN,1985,19.234,154.9,1.281,1.493,5.165,805.343,77.578,6.658,180.571,22.422,624.772
FIN,1986,18.335,158.314,1.239,1.463,5.295,863.445,78.35,6.758,186.934,21.65,676.511
FIN,1983,19.388,127.736,1.206,1.386,4.836,658.822,77.719,6.222,146.795,22.281,512.027
FIN,1984,19.642,140.457,1.231,1.428,4.837,715.066,77.204,6.266,163.004,22.796,552.062
FIN,1981,18.748,103.898,1.132,1.298,4.742,554.186,78.509,6.04,119.099,21.491,435.086
FIN,1982,18.438,112.184,1.131,1.302,4.831,608.446,78.768,6.133,129.18,21.231,479.264
FIN,1980,19.351,95.313,1.145,1.305,4.611,492.542,77.946,5.916,108.627,22.054,383.916
FIN,1989,17.252,195.666,1.163,1.41,5.333,1134.15,79.094,6.743,237.098,20.905,897.05
FIN,1987,18.032,170.675,1.244,1.47,5.426,946.498,78.683,6.897,201.761,21.317,744.737
FIN,1988,17.912,184.203,1.201,1.441,5.262,1028.396,78.501,6.703,221.097,21.499,807.299
FIN,1996,23.648,335.228,1.768,2.159,5.316,1417.558,71.117,7.474,409.434,28.883,1008.124
FIN,1997,23.233,342.486,1.656,2.039,5.089,1474.136,71.392,7.128,421.724,28.608,1052.412
FIN,1994,21.026,256.026,1.532,1.837,5.448,1217.69,74.791,7.285,307.047,25.216,910.723
FIN,1995,23.566,316.958,1.733,2.116,5.239,1344.999,71.23,7.355,386.952,28.77,958.047
FIN,1992,17.066,227.702,1.454,1.796,6.725,1334.275,78.928,8.521,281.163,21.072,1053.112
FIN,1993,20.676,253.553,1.62,1.93,5.903,1226.325,75.363,7.833,302.126,24.637,924.199
FIN,1990,16.271,205.258,1.18,1.451,5.802,1261.484,79.999,7.253,252.309,20.001,1009.173
FIN,1991,16.247,219.369,1.352,1.639,6.681,1350.233,80.301,8.32,265.983,19.699,1084.252
FIN,1998,22.562,343.673,1.538,1.907,4.911,1523.225,72.024,6.818,426.144,27.976,1097.081
FIN,1999,23.385,376.409,1.59,1.957,4.841,1609.61,71.207,6.798,463.46,28.793,1146.15
JPN,1971,,,,1.533,2.941,163.236,65.738,4.474,55.928,34.262,107.308
JPN,1972,,,,1.481,3.099,184.692,67.663,4.58,59.724,32.337,124.968
JPN,1970,,,,1.317,3.045,149.871,69.811,4.362,45.244,30.189,104.627
JPN,1979,,,,1.505,4.352,451.225,74.307,5.857,115.932,25.693,335.293
NZL,2010,11.958,364.07,1.146,1.805,7.781,3044.547,81.172,9.586,573.22,18.828,2471.328
NZL,2011,12.099,378.971,1.15,1.818,7.69,3132.309,80.879,9.508,598.915,19.121,2533.393
JPN,1977,,,,1.51,4.039,339.345,72.794,5.549,92.322,27.206,247.022
NZL,2012,12.265,397.398,1.184,1.882,7.768,3240.034,80.498,9.649,631.858,19.502,2608.175
JPN,1978,,,,1.374,4.362,391.098,76.046,5.736,93.685,23.954,297.413
NZL,2013,12.371,419.166,1.158,1.868,7.495,3388.248,80.052,9.363,675.89,19.948,2712.358
JPN,1975,,,,1.513,3.899,283.198,72.039,5.413,79.186,27.961,204.012
NZL,2014,12.85,449.782,1.211,1.925,7.495,3500.134,79.564,9.42,715.293,20.436,2784.841
JPN,1976,,,,1.347,4.066,302.58,75.117,5.413,75.291,24.883,227.289
NZL,2015,13.365,470.585,1.245,1.957,7.358,3521.113,78.989,9.315,739.808,21.011,2781.305
JPN,1973,,,,1.39,3.069,205.003,68.825,4.459,63.909,31.175,141.094
NZL,2016,13.576,510.808,1.259,1.98,7.294,3762.696,78.654,9.274,803.187,21.346,2959.509
JPN,1974,,,,1.267,3.629,241.106,74.127,4.895,62.382,25.873,178.724
NZL,2017,13.577,518.701,1.225,1.931,7.088,3820.417,78.587,9.02,818.057,21.413,3002.36
NZL,2018,12.912,519.638,1.189,1.914,7.297,4024.552,79.224,9.211,836.159,20.776,3188.392
NZL,2019,,,,1.908,7.411,4203.989,79.528,9.319,860.626,20.472,3343.362
FIN,1974,24.351,59.561,1.259,1.408,3.764,244.6,72.783,5.172,66.572,27.217,178.028
FIN,1975,20.18,57.619,1.141,1.304,4.35,285.531,76.933,5.654,65.864,23.067,219.667
FIN,1972,27.553,53.677,1.484,1.631,3.754,194.816,69.715,5.385,59,30.285,135.815
FIN,1973,25.366,54.57,1.328,1.477,3.758,215.132,71.784,5.234,60.702,28.216,154.431
FIN,1970,26.091,39.593,1.302,1.434,3.555,151.749,71.261,4.989,43.611,28.739,108.138
FIN,1971,26.18,45.258,1.385,1.534,3.756,172.875,71.005,5.29,50.121,28.993,122.75
FIN,1978,20.655,78.538,1.267,1.438,4.698,380.239,76.561,6.136,89.124,23.439,291.115
FIN,1979,20.139,87.385,1.206,1.37,4.62,433.916,77.133,5.989,99.224,22.867,334.692
FIN,1976,20.325,65.309,1.218,1.387,4.605,321.323,76.854,5.993,74.373,23.146,246.95
FIN,1977,19.919,69.719,1.234,1.403,4.793,350.019,77.356,6.196,79.261,22.645,270.76
NLD,2010,9.095,406.804,0.924,1.688,8.467,4472.608,83.376,10.155,743.523,16.624,3729.085
NOR,1970,,,,0.368,3.625,154.094,90.78,3.993,14.208,9.22,139.887
NLD,2013,11.535,567.952,1.221,1.995,8.588,4923.877,81.147,10.584,928.306,18.853,3995.571
NOR,1971,,,,0.473,3.79,179.339,88.899,4.263,19.908,11.101,159.431
NLD,2014,11.587,571.774,1.224,1.999,8.568,4934.583,81.08,10.567,933.633,18.92,4000.949
NOR,1972,,,,0.24,4.397,207.967,94.833,4.637,10.745,5.167,197.221
NLD,2011,9.482,433.094,0.97,1.774,8.459,4567.357,82.663,10.234,791.849,17.337,3775.508
NOR,1973,,,,0.288,4.5,237.229,93.988,4.788,14.262,6.012,222.967
NLD,2012,10.091,482.567,1.063,1.885,8.654,4782.366,82.111,10.539,855.499,17.889,3926.867
NLD,2017,11.05,581.632,1.112,1.846,8.214,5263.825,81.651,10.06,965.772,18.347,4297.982
NLD,2018,10.799,587.062,1.077,1.789,8.185,5436.287,82.065,9.974,974.986,17.935,4461.302
FIN,2000,23.416,442.136,1.672,1.973,5.166,1888.17,72.362,7.139,521.856,27.638,1366.314
NLD,2015,11.287,556.261,1.165,1.922,8.402,4928.366,81.381,10.324,917.631,18.619,4010.735
NLD,2016,11.294,573.244,1.158,1.934,8.32,5075.476,81.14,10.253,957.247,18.86,4118.23
NLD,2019,10.447,602.271,1.041,1.726,8.239,5765.098,82.68,9.965,998.512,17.32,4766.586
LUX,1994,6.781,,0.345,0.421,4.672,,91.736,5.093,,8.264,
LUX,1995,6.192,129.782,0.33,0.403,4.928,2095.827,92.437,5.331,158.515,7.563,1937.313
LUX,1996,7.195,159.486,0.384,0.384,4.957,2216.707,92.805,5.341,159.486,7.195,2057.222
LUX,1997,7.455,169.111,0.391,0.395,4.855,2268.562,92.483,5.249,170.519,7.517,2098.043
LUX,1998,7.581,183.983,0.411,0.411,5.016,2427.022,92.419,5.427,183.983,7.581,2243.039
LUX,1999,7.396,209.12,0.409,0.567,4.96,2827.654,89.743,5.526,290.022,10.257,2537.632
NOR,1980,,,,0.098,5.312,607.623,98.188,5.41,11.01,1.812,596.612
NOR,1981,,,,0.094,5.346,676.83,98.268,5.44,11.725,1.732,665.106
LUX,1990,5.497,,0.282,0.354,4.773,,93.088,5.127,,6.912,
NOR,1982,,,,0.171,5.469,736.059,96.974,5.64,22.273,3.026,713.786
LUX,1991,5.491,,0.27,0.346,4.574,,92.968,4.92,,7.032,
NOR,1983,,,,0.195,5.627,810.699,96.658,5.822,27.097,3.342,783.602
LUX,1992,5.554,,0.287,0.37,4.792,,92.833,5.162,,7.167,
NOR,1984,,,,0.152,5.327,838.788,97.225,5.479,23.274,2.775,815.514
LUX,1993,5.565,,0.291,0.37,4.857,,92.913,5.228,,7.087,
FIN,2010,19.061,651.019,1.737,2.113,7.001,3415.43,76.815,9.114,791.874,23.185,2623.556
FIN,2011,18.422,660.685,1.693,2.084,7.109,3586.447,77.329,9.193,813.085,22.671,2773.362
NZL,2000,15.362,254.921,1.148,1.642,5.828,1659.47,78.016,7.47,364.817,21.984,1294.654
NZL,2001,16.986,305.357,1.287,1.787,5.792,1797.681,76.422,7.579,423.851,23.578,1373.83
NZL,2002,16.057,308.443,1.269,1.746,6.154,1920.964,77.898,7.9,424.578,22.102,1496.385
NZL,2003,,,,1.673,6.049,1916.357,78.338,7.722,415.113,21.662,1501.244
NZL,2004,14.107,293.054,1.115,1.609,6.292,2077.407,79.632,7.901,423.117,20.368,1654.29
NZL,2005,14.07,308.761,1.164,1.681,6.592,2194.439,79.678,8.273,445.958,20.322,1748.481
NZL,2006,13.838,337.388,1.195,1.721,6.912,2438.053,80.069,8.633,485.926,19.931,1952.127
FIN,2007,19.191,574.783,1.547,1.855,6.205,2994.997,76.98,8.06,689.449,23.02,2305.548
NZL,2007,11.454,290.786,0.953,1.465,6.856,2538.799,82.395,8.321,446.963,17.605,2091.836
FIN,2008,18.746,607.319,1.562,1.9,6.432,3239.655,77.197,8.333,738.724,22.803,2500.932
NZL,2008,13.235,374.522,1.206,1.745,7.368,2829.765,80.857,9.113,541.71,19.143,2288.054
FIN,2005,19.826,508.563,1.638,1.991,6.27,2565.127,75.901,8.261,618.181,24.099,1946.945
NZL,2009,12.356,364.687,1.189,1.822,7.8,2951.423,81.064,9.622,558.882,18.936,2392.541
FIN,2006,19.044,522.248,1.573,1.896,6.363,2742.395,77.042,8.259,629.595,22.958,2112.8
FIN,2003,20.601,467.191,1.629,1.961,5.945,2267.776,75.191,7.906,562.611,24.809,1705.165
FIN,2004,20.112,496.839,1.615,1.948,6.084,2470.373,75.746,8.032,599.168,24.254,1871.205
FIN,2001,22.821,453.979,1.661,1.966,5.314,1989.323,72.996,7.281,537.2,27.004,1452.124
FIN,2002,20.992,460.307,1.595,1.911,5.688,2192.743,74.853,7.598,551.4,25.147,1641.343
NOR,1974,,,,0.275,4.513,272.923,94.25,4.788,15.693,5.75,257.23
LUX,1983,11.747,,0.535,0.535,4.022,,88.253,4.557,,11.747,
NOR,1975,,,,0.219,4.975,327.41,95.788,5.194,13.792,4.212,313.618
LUX,1984,11.861,,0.53,0.53,3.94,,88.135,4.47,,11.861,
NOR,1976,,,,0.157,5.168,368.672,97.06,5.324,10.839,2.94,357.833
LUX,1985,10.042,,0.455,0.532,3.998,,88.255,4.53,,11.745,
NOR,1977,,,,0.105,5.442,421.596,98.099,5.547,8.014,1.901,413.582
LUX,1986,9.605,,0.432,0.51,3.991,,88.662,4.501,,11.338,
NOR,1978,,,,0.489,5.604,502.779,91.978,6.093,40.333,8.022,462.446
LUX,1987,5.939,,0.291,0.369,4.531,,92.478,4.899,,7.522,
NOR,1979,,,,0.287,5.282,525.051,94.847,5.569,27.053,5.153,497.998
LUX,1988,5.544,,0.281,0.36,4.713,,92.908,5.072,,7.094,
LUX,1989,5.649,,0.279,0.352,4.589,,92.878,4.941,,7.122,
FIN,2009,18.536,608.44,1.695,2.076,7.066,3282.523,77.291,9.142,745.426,22.709,2537.097
NOR,1990,15.437,209.922,1.092,1.217,5.858,1359.893,82.803,7.075,233.865,17.197,1126.028
NOR,1991,16.001,236.84,1.176,1.176,6.174,1480.133,83.999,7.35,236.84,16.001,1243.293
NOR,1992,15.453,240.354,1.159,1.159,6.342,1555.351,84.547,7.501,240.354,15.453,1314.997
NOR,1993,15.662,251.222,1.156,1.156,6.225,1603.993,84.338,7.38,251.222,15.662,1352.771
LUX,1980,7.754,,0.36,0.36,4.282,,92.241,4.642,,7.754,
NOR,1994,15.609,260.451,1.138,1.138,6.155,1668.615,84.391,7.293,260.451,15.609,1408.164
LUX,1981,7.696,,0.367,0.367,4.396,,92.304,4.763,,7.696,
NOR,1995,16.145,285.469,1.174,1.174,6.098,1768.122,83.855,7.273,285.469,16.145,1482.653
LUX,1982,7.642,,0.355,0.355,4.287,,92.358,4.641,,7.642,
CRI,2010,25.384,,2.06,2.181,5.932,,73.115,8.113,,26.885,
CRI,2013,23.028,274.941,1.811,1.975,5.891,1193.917,74.893,7.865,299.752,25.107,894.165
CRI,2014,24.202,306.307,1.907,2.13,5.749,1265.614,72.964,7.88,342.175,27.036,923.439
CRI,2011,25.586,290.199,2.1,2.219,5.989,1134.192,72.966,8.208,306.619,27.034,827.573
CRI,2012,24.3,285.498,1.922,2.048,5.861,1174.882,74.104,7.909,304.252,25.896,870.631
CRI,2017,21.255,296.27,1.55,1.825,5.465,1393.86,74.967,7.29,348.926,25.033,1044.933
CRI,2018,22.555,335.249,1.684,1.96,5.504,1486.328,73.744,7.464,390.244,26.256,1096.084
CRI,2015,22.399,298.637,1.752,1.968,5.855,1333.254,74.848,7.823,335.338,25.152,997.916
CRI,2016,22.012,299.983,1.658,1.875,5.656,1362.837,75.101,7.531,339.327,24.899,1023.51
NOR,1985,,,,0.203,5.275,907.7,96.299,5.477,33.591,3.701,874.109
NOR,1986,,,,0.227,5.691,965.219,96.167,5.918,37,3.833,928.219
NOR,1987,,,,0.162,5.992,1036.709,97.374,6.154,27.225,2.626,1009.484
NOR,1988,,,,0.403,5.888,1081.699,93.587,6.291,69.365,6.413,1012.333
NOR,1989,,,,0.486,5.632,1113.772,92.056,6.118,88.483,7.944,1025.289
LUX,1976,8.737,,0.341,0.341,3.557,,91.263,3.898,,8.737,
LUX,1977,9.143,,0.388,0.388,3.852,,90.857,4.24,,9.143,
LUX,1978,8.397,,0.376,0.376,4.099,,91.603,4.475,,8.397,
LUX,1979,7.73,,0.351,0.351,4.193,,92.275,4.544,,7.73,
MLT,2018,,,,3.372,5.716,3893.305,62.896,9.089,1444.579,37.104,2448.726
MLT,2019,,,,3.411,6.177,4328.751,64.425,9.587,1539.944,35.575,2788.807
MLT,2016,35.137,1212.726,3.202,3.37,5.745,3451.386,63.028,9.114,1276.038,36.972,2175.348
MLT,2017,34.87,1314.751,3.242,,5.883,3770.457,63.271,9.299,,,2385.597
MLT,2014,36.761,1095.641,3.428,3.607,5.718,2980.413,61.321,9.325,1152.785,38.679,1827.627
MLT,2015,37.473,1205.25,3.452,3.632,5.579,3216.324,60.569,9.211,1268.216,39.431,1948.107
MLT,2012,35.038,894.032,3.151,3.35,5.644,2551.592,62.755,8.994,950.34,37.245,1601.252
NOR,1996,16.287,314.04,1.171,1.171,6.018,1928.149,83.713,7.189,314.04,16.287,1614.109
MLT,2013,35.402,992.393,3.371,3.564,5.958,2803.191,62.571,9.523,1049.217,37.429,1753.974
NOR,1997,18.968,416.703,1.469,1.499,6.244,2196.853,80.641,7.743,425.28,19.359,1771.573
