COUNTRY CODE,YEAR,OOPEXP_PC_HEALTHXP,OOPEXP_USD_CAP,OOPEXP_PC_GDP,VOLUNTARY_PC_GDP,COMPULSORY_PC_GDP,TOT_USD_CAP,COMPULSORY_PC_HEALTHXP,TOT_PC_GDP,VOLUNTARY_USD_CAP,VOLUNTARY_PC_HEALTHXP,COMPULSORY_USD_CAP
CHE,1995,32.381,844.761,2.882,3.971,4.928,2608.806,55.378,8.9,1164.1,44.622,1444.706
CHE,1996,31.358,867.163,2.903,4.032,5.226,2765.35,56.45,9.258,1204.311,43.55,1561.039
CHE,1997,31.359,900.46,2.907,3.979,5.29,2871.474,57.07,9.269,1232.713,42.93,1638.761
CHE,1998,31.202,932.338,2.923,3.998,5.372,2988.028,57.333,9.369,1274.891,42.667,1713.137
CHE,1999,31.238,969.539,2.965,3.995,5.495,3103.729,57.906,9.49,1306.48,42.094,1797.249
KOR,2019,31.442,1064.033,2.529,3.154,4.891,3384.158,60.795,8.044,1326.764,39.205,2057.395
ITA,2009,20.664,608.448,1.85,1.942,7.01,2944.534,78.305,8.952,638.813,21.695,2305.721
ITA,2008,21.339,625.766,1.821,1.905,6.628,2932.455,77.675,8.533,654.662,22.325,2277.793
KOR,2016,33.031,878.887,2.284,2.831,4.083,2660.792,59.049,6.914,1089.613,40.951,1571.179
ITA,2007,21.516,579.778,1.751,1.832,6.305,2694.615,77.488,8.136,606.604,22.512,2088.011
KOR,2015,33.599,836.785,2.235,2.734,3.919,2490.499,58.902,6.653,1023.544,41.098,1466.956
ITA,2006,21.317,567.159,1.798,1.877,6.56,2660.54,77.75,8.437,591.958,22.25,2068.583
KOR,2018,32.502,1002.73,2.458,3.031,4.532,3085.18,59.924,7.563,1236.424,40.076,1848.756
ITA,2005,21.606,541.031,1.802,1.877,6.462,2504.099,77.489,8.339,563.708,22.511,1940.391
RUS,2017,40.493,619.049,2.17,2.3,3.059,1528.777,57.089,5.359,656.017,42.911,872.76
KOR,2017,32.625,916.521,2.319,2.884,4.223,2809.25,59.419,7.107,1140.034,40.581,1669.215
ITA,2004,22.833,559.626,1.864,1.94,6.226,2450.992,76.244,8.165,582.258,23.756,1868.734
ITA,2003,23.719,542.962,1.858,1.932,5.901,2289.15,75.334,7.833,564.65,24.666,1724.5
ITA,2002,24.125,553.127,1.898,1.97,5.897,2292.714,74.959,7.867,574.128,25.041,1718.586
ITA,2001,24.477,526.393,1.894,1.964,5.774,2150.606,74.623,7.738,545.766,25.377,1604.84
CHE,1990,,,,,,2134.153,,7.852,,,
ITA,2000,26.464,537.116,2.002,2.07,5.496,2029.574,72.638,7.567,555.329,27.362,1474.245
CHE,1991,,,,,,2332.452,,8.479,,,
CHE,1992,,,,,,2431.969,,8.858,,,
CHE,1993,,,,,,2490.057,,8.962,,,
CHE,1994,,,,,,2624.129,,9.09,,,
CHE,1984,,,,,,1299.767,,6.952,,,
CHE,1985,,,,,,1485.83,,7.51,,,
CHE,1986,,,,,,1599.776,,7.676,,,
CHE,1987,,,,,,1719,,7.859,,,
BGR,2010,43.141,445.346,3.081,3.183,3.957,1032.295,55.42,7.141,460.197,44.58,572.098
CHE,1988,,,,,,1855.189,,7.903,,,
BGR,2011,44.455,505.708,3.175,3.261,3.881,1137.571,54.339,7.142,519.425,45.661,618.146
CHE,1989,,,,,,2016.538,,7.909,,,
BGR,2012,47.744,599.797,3.619,3.713,3.866,1256.265,51.005,7.579,615.506,48.995,640.758
BGR,2013,41.862,518.868,3.002,3.098,4.072,1239.459,56.793,7.171,535.536,43.207,703.923
RUS,2016,40.485,568.769,2.142,2.277,3.012,1404.901,56.95,5.29,604.809,43.05,800.092
KOR,2012,34.548,715.677,2.119,2.507,3.626,2071.544,59.125,6.133,846.74,40.875,1224.805
RUS,2015,38.646,553.557,2.047,2.186,3.11,1432.367,58.719,5.296,591.302,41.281,841.065
KOR,2011,34.144,671.519,2.052,2.402,3.607,1966.703,60.03,6.008,786.082,39.97,1180.621
RUS,2014,35.056,529.807,1.857,1.98,3.316,1511.315,62.607,5.296,565.123,37.393,946.192
KOR,2014,33.862,755.693,2.192,2.664,3.81,2231.69,58.851,6.474,918.317,41.149,1313.373
RUS,2013,34.832,491.037,1.77,1.911,3.17,1409.719,62.381,5.081,530.327,37.619,879.391
KOR,2013,34.215,728.392,2.138,2.554,3.694,2128.839,59.126,6.248,870.143,40.874,1258.695
RUS,2012,33.398,446.893,1.649,1.792,3.145,1338.101,63.707,4.936,485.631,36.293,852.47
RUS,2011,34.194,411.858,1.64,1.791,3.004,1204.458,62.651,4.795,449.858,37.349,754.6
RUS,2010,35.326,425.718,1.752,1.915,3.044,1205.122,61.379,4.959,465.43,38.621,739.693
KOR,2010,34.019,639.127,2.013,2.312,3.605,1878.762,60.926,5.917,734.104,39.074,1144.658
KOR,2009,34.292,578.236,1.983,2.262,3.521,1686.237,60.889,5.782,659.504,39.111,1026.732
KOR,2008,37.053,576.608,2,2.212,3.187,1556.164,59.034,5.399,637.492,40.966,918.672
RUS,2009,34.582,418.246,1.947,2.136,3.494,1209.428,62.067,5.63,458.774,37.933,750.654
KOR,2005,37.738,428.146,1.743,1.876,2.742,1134.522,59.382,4.618,460.822,40.618,673.701
RUS,2008,31.549,379.292,1.543,1.826,3.063,1202.237,62.627,4.892,448.698,37.322,752.93
KOR,2004,38.025,392.564,1.669,1.794,2.595,1032.377,59.134,4.389,421.892,40.866,610.485
RUS,2007,31.448,310.502,1.489,1.794,2.939,987.348,62.054,4.736,374.015,37.881,612.691
KOR,2007,35.77,512.806,1.83,1.998,3.117,1433.615,60.947,5.115,559.863,39.053,873.752
RUS,2006,31.127,267.128,1.48,1.816,2.935,858.191,61.73,4.755,327.745,38.19,529.759
KOR,2006,35.74,456.684,1.767,1.916,3.028,1277.798,61.254,4.944,495.091,38.746,782.707
BGR,2003,38.061,238.274,2.74,2.807,4.393,626.034,61.013,7.2,244.069,38.987,381.965
BGR,2004,39.203,256.978,2.701,2.774,4.117,655.502,59.743,6.891,263.885,40.257,391.617
BGR,2005,38.867,276.465,2.678,2.762,4.128,711.303,59.908,6.89,285.177,40.092,426.125
BGR,2006,42.647,309.465,2.783,2.866,3.659,725.637,56.074,6.525,318.743,43.926,406.894
BGR,2007,42.593,332.562,2.624,2.701,3.459,780.796,56.149,6.16,342.39,43.851,438.407
CHE,1980,,,,,,959.731,,6.631,,,
BGR,2008,42.629,372.061,2.68,2.753,3.534,872.784,56.21,6.288,382.194,43.79,490.59
CHE,1981,,,,,,1067.408,,6.691,,,
BGR,2009,44.367,398.867,2.928,3.014,3.585,899.009,54.329,6.599,410.59,45.671,488.42
CHE,1982,,,,,,1145.746,,6.828,,,
CHE,1983,,,,,,1250.974,,7.192,,,
CHE,1973,,,,,,440.221,,5.161,,,
CHE,1974,,,,,,507.841,,5.512,,,
CHE,1975,,,,,,584.557,,6.281,,,
CHE,1976,,,,,,636.241,,6.502,,,
CHN,2007,51.291,,1.888,2.237,1.436,,39.026,3.68,,60.793,
CHE,1977,,,,,,689.84,,6.497,,,
CHN,2008,47.368,,1.841,2.15,1.73,,44.522,3.886,,55.322,
CHE,1978,,,,,,763.581,,6.507,,,
CHN,2009,43.456,,1.885,2.191,2.143,,49.398,4.339,,50.496,
CHE,1979,,,,,,842.596,,6.598,,,
CHN,2003,60.718,,2.677,3.152,1.251,,28.374,4.409,,71.499,
KOR,2001,39.205,337.295,1.736,1.832,2.595,860.333,58.616,4.428,356.04,41.384,504.294
CHN,2004,58.769,,2.516,2.981,1.295,,30.244,4.281,,69.633,
KOR,2000,43.638,316.717,1.701,1.797,2.1,725.774,53.89,3.898,334.652,46.11,391.122
CHN,2005,57.69,,2.414,2.804,1.37,,32.758,4.184,,67.032,
KOR,2003,38.731,377.064,1.713,1.83,2.594,973.543,58.636,4.424,402.694,41.364,570.849
CHN,2006,55.991,,2.212,2.554,1.391,,35.212,3.95,,64.643,
KOR,2002,38.636,342.434,1.609,1.707,2.458,886.299,59.007,4.165,363.317,40.993,522.983
CHN,2000,60.125,,2.698,3.495,0.986,,21.975,4.487,,77.903,
CHN,2001,64.191,,2.719,3.255,0.971,,22.918,4.235,,76.861,
CHN,2002,62.851,,2.746,3.253,1.109,,25.386,4.369,,74.469,
HRV,2019,,,,1.17,5.713,2007.899,83.004,6.883,341.257,16.996,1666.643
HRV,2018,10.478,196.515,0.715,1.171,5.656,1875.422,82.844,6.827,321.751,17.156,1553.672
HRV,2017,10.967,193.778,0.743,1.183,5.595,1766.985,82.544,6.778,308.443,17.456,1458.541
HRV,2016,10.974,183.85,0.75,1.194,5.636,1675.313,82.521,6.83,292.832,17.479,1382.481
HRV,2015,10.945,166.714,0.743,1.179,5.608,1523.139,82.632,6.786,264.536,17.368,1258.603
HRV,2014,11.276,162.602,0.755,1.144,5.556,1442.052,82.923,6.7,246.254,17.077,1195.798
HRV,2013,8.832,121.631,0.577,0.989,5.544,1377.127,84.865,6.533,208.429,15.135,1168.698
CHE,1970,,,,,,326.24,,4.901,,,
CHE,1971,,,,,,376.668,,5.12,,,
CHE,1972,,,,,,405.493,,5.086,,,
CHN,2014,36.565,,1.755,1.995,2.804,,58.415,4.8,,41.554,
CHN,2015,35.089,,1.741,1.975,2.986,,60.181,4.961,,39.81,
CHN,2016,35.906,,1.787,2.085,2.892,,58.101,4.977,,41.897,
CHN,2017,36.05,,1.82,2.187,2.86,,56.673,5.047,,43.326,
CHN,2010,40.8,,1.711,2.012,2.177,,51.906,4.194,,47.972,
CHN,2011,40.266,,1.735,1.991,2.315,,53.722,4.309,,46.202,
CHN,2012,39.235,,1.793,2.02,2.547,,55.735,4.57,,44.208,
CHN,2013,38.16,,1.809,2.034,2.705,,57.05,4.742,,42.894,
ITA,2019,23.09,842.609,2,2.239,6.422,3649.206,74.146,8.661,943.483,25.854,2705.723
ITA,2018,23.545,820.531,2.041,2.263,6.404,3484.935,73.888,8.668,909.974,26.112,2574.962
ITA,2017,23.806,809.215,2.066,2.279,6.399,3399.199,73.735,8.678,892.787,26.265,2506.412
ITA,2016,23.323,763.589,2.035,2.234,6.492,3273.919,74.401,8.725,838.089,25.599,2435.829
ITA,2015,23.467,725.049,2.078,2.264,6.593,3089.714,74.435,8.857,789.873,25.565,2299.842
ITA,2014,22.54,684.507,1.999,2.179,6.689,3036.86,75.425,8.868,746.31,24.575,2290.549
ITA,2013,22.226,676.331,1.95,2.127,6.648,3042.931,75.759,8.775,737.652,24.241,2305.279
ITA,2012,22.084,678.344,1.94,2.119,6.665,3071.61,75.877,8.784,740.97,24.123,2330.64
ITA,2011,22.027,682.45,1.933,2.017,6.757,3098.256,77.012,8.774,712.219,22.988,2386.036
ITA,2010,20.549,637.656,1.832,1.921,6.995,3103.11,78.454,8.916,668.609,21.546,2434.501
BRA,2013,28.177,,2.248,4.42,3.556,,44.582,7.977,,55.418,
BRA,2012,29.682,,2.296,4.38,3.356,,43.382,7.736,,56.618,
BRA,2011,29.3,,2.282,4.322,3.467,,44.511,7.788,,55.489,
BRA,2010,29.385,,2.335,4.368,3.577,,45.023,7.945,,54.977,
BRA,2017,27.455,,2.587,5.471,3.952,,41.938,9.423,,58.062,
BRA,2016,27.407,,2.523,5.247,3.958,,42.998,9.204,,57.002,
BRA,2015,28.444,,2.523,5.057,3.813,,42.987,8.87,,57.013,
BRA,2014,28.18,,2.366,4.688,3.709,,44.172,8.396,,55.828,
DEU,1988,11.433,184.791,0.99,2.036,6.624,1616.349,76.494,8.66,379.947,23.506,1236.402
DEU,1989,11.376,181.572,0.917,2.005,6.058,1596.16,75.134,8.063,396.907,24.866,1199.253
DEU,1995,10.345,242.812,0.986,1.887,7.643,2347.086,80.199,9.531,464.748,19.801,1882.338
DEU,1996,10.297,255.28,1.012,1.884,7.942,2479.163,80.83,9.825,475.259,19.17,2003.904
DEU,1997,11.021,274.904,1.071,1.989,7.728,2494.262,79.531,9.717,510.554,20.469,1983.708
DEU,1998,11.571,296.779,1.126,2.049,7.681,2564.767,78.943,9.729,540.089,21.058,2024.691
DEU,1992,11.181,225.595,1.006,1.835,7.159,2017.594,79.595,8.994,411.677,20.404,1605.904
DEU,1993,11.405,232.496,1.025,1.888,7.1,2038.567,78.997,8.987,428.159,21.003,1610.407
DEU,1994,11.292,246.923,1.043,1.912,7.327,2186.777,79.309,9.238,452.47,20.691,1734.308
BRA,2009,31.21,,2.62,4.687,3.708,,44.167,8.395,,55.833,
BRA,2008,30.884,,2.474,4.507,3.505,,43.746,8.011,,56.254,
POL,2018,20.42,431.625,1.293,1.805,4.526,2113.702,71.494,6.331,602.526,28.506,1511.176
BRA,2007,33.094,,2.714,4.717,3.485,,42.489,8.202,,57.511,
POL,2019,,,,1.779,4.552,2292.146,71.896,6.332,644.178,28.104,1647.969
DEU,1990,11.485,198.041,0.922,1.972,6.058,1724.332,75.441,8.031,423.473,24.559,1300.859
POL,2016,22.819,447.024,1.493,2.007,4.536,1959.032,69.321,6.543,601.012,30.679,1358.02
POL,2017,22.806,471.974,1.492,1.995,4.547,2069.561,69.499,6.542,631.241,30.501,1438.32
POL,2014,23.126,390.141,1.444,1.833,4.413,1687.056,70.659,6.246,494.999,29.341,1192.057
POL,2015,23.037,419.13,1.474,1.936,4.462,1819.343,69.744,6.398,550.459,30.256,1268.884
BRA,2002,36.406,,3.166,5.011,3.686,,42.387,8.697,,57.613,
BRA,2001,37.807,,3.232,5.037,3.513,,41.089,8.55,,58.911,
BRA,2000,36.592,,3.05,4.864,3.47,,41.636,8.335,,58.364,
BRA,2006,34.371,,2.835,4.708,3.542,,42.93,8.25,,57.07,
BRA,2005,35.876,,2.883,4.69,3.345,,41.632,8.035,,58.368,
BRA,2004,35.366,,2.873,4.658,3.467,,42.67,8.125,,57.33,
BRA,2003,35.474,,2.905,4.679,3.51,,42.857,8.189,,57.143,
AUT,1995,,,,2.208,6.716,2084.301,75.257,8.924,515.71,24.743,1568.591
AUT,1996,,,,2.223,6.661,2159.603,74.98,8.884,540.327,25.02,1619.276
AUT,1997,,,,2.203,6.781,2263.455,75.482,8.984,554.947,24.518,1708.508
AUT,1998,,,,2.248,6.902,2426.983,75.432,9.15,596.25,24.568,1830.733
DEU,1977,10.561,68.369,0.842,1.765,6.207,647.352,77.862,7.971,143.314,22.138,504.038
AUT,1999,,,,2.265,7.037,2569.344,75.647,9.302,625.721,24.353,1943.622
DEU,1978,10.673,77.856,0.859,1.783,6.264,729.457,77.847,8.046,161.598,22.153,567.859
DEU,1979,10.809,86.549,0.854,1.764,6.135,800.703,77.665,7.899,178.834,22.335,621.869
DEU,1984,11.797,141.158,0.983,1.949,6.387,1196.56,76.616,8.336,279.808,23.384,916.753
DEU,1985,11.621,150.905,0.986,1.986,6.495,1298.555,76.582,8.481,304.092,23.418,994.463
DEU,1986,11.429,158.465,0.957,1.939,6.437,1386.51,76.853,8.376,320.938,23.147,1065.573
DEU,1987,11.153,165.073,0.946,1.973,6.507,1480.096,76.735,8.48,344.348,23.265,1135.748
AUT,1990,,,,1.977,5.74,1480.984,74.378,7.718,379.454,25.622,1101.53
DEU,1980,10.757,97.693,0.871,1.795,6.303,908.166,77.839,8.098,201.262,22.161,706.904
AUT,1991,,,,1.99,5.792,1584.387,74.422,7.782,405.254,25.578,1179.134
DEU,1981,10.505,106.591,0.882,1.858,6.54,1014.713,77.879,8.397,224.464,22.121,790.249
AUT,1992,,,,2.029,6.048,1705.364,74.883,8.077,428.33,25.117,1277.034
DEU,1982,10.75,112.286,0.884,1.867,6.361,1044.528,77.307,8.228,237.037,22.693,807.491
AUT,1993,,,,2.134,6.467,1848.285,75.191,8.601,458.536,24.809,1389.749
DEU,1983,11.763,129.936,0.967,1.943,6.278,1104.594,76.368,8.22,261.035,23.632,843.559
AUT,1994,,,,2.162,6.828,2015.521,75.953,8.99,484.668,24.047,1530.853
RUS,2005,31.932,224.941,1.52,1.845,2.91,704.441,61.144,4.76,273.016,38.756,430.725
AUT,1984,,,,1.535,4.344,769.63,73.894,5.879,200.917,26.106,568.713
RUS,2004,33.806,211.074,1.605,1.952,2.791,624.367,58.767,4.749,256.654,41.106,366.922
AUT,1985,,,,1.526,4.482,828.227,74.599,6.008,210.38,25.401,617.847
RUS,2003,33.28,195.981,1.714,2.151,2.993,588.887,58.099,5.151,245.862,41.75,342.138
AUT,1986,,,,1.55,4.565,888.574,74.656,6.115,225.202,25.344,663.372
RUS,2002,31.213,181.324,1.721,2.289,3.215,580.925,58.3,5.514,241.161,41.513,338.677
AUT,1987,,,,1.626,4.779,981.872,74.613,6.405,249.272,25.387,732.601
RUS,2001,30.792,148.433,1.612,2.186,3.039,482.046,58.041,5.235,201.301,41.76,279.786
AUT,1988,,,,1.653,4.743,1050.222,74.154,6.397,271.438,25.846,778.784
RUS,2000,30.209,134.988,1.514,2.027,2.975,446.85,59.357,5.013,180.705,40.44,265.236
AUT,1989,,,,1.825,4.715,1161.748,72.092,6.54,324.218,27.908,837.529
MKD,2017,31.906,300.678,1.934,1.947,4.115,942.399,67.888,6.062,302.62,32.112,639.78
DEU,1973,11.888,45.715,0.812,1.645,5.183,384.541,75.902,6.828,92.668,24.098,291.873
DEU,1974,10.799,48.89,0.794,1.679,5.674,452.744,77.168,7.353,103.369,22.832,349.375
DEU,1975,10.048,53.503,0.806,1.757,6.26,532.481,78.087,8.017,116.683,21.913,415.799
DEU,1976,10.271,60.71,0.826,1.765,6.274,591.098,78.048,8.038,129.759,21.952,461.34
AUT,1980,,,,2.302,4.72,710.255,67.217,7.022,232.838,32.782,477.415
DEU,1970,14.641,36.942,0.836,1.633,4.08,252.311,71.415,5.713,72.124,28.585,180.187
AUT,1981,,,,1.56,4.465,659.143,74.109,6.024,170.656,25.891,488.487
DEU,1971,13.528,40.347,0.837,1.648,4.537,298.251,73.359,6.185,79.457,26.641,218.794
AUT,1982,,,,1.572,4.427,703.468,73.791,5.999,184.376,26.21,519.094
DEU,1972,12.937,43.643,0.842,1.663,4.845,337.364,74.444,6.509,86.218,25.556,251.146
AUT,1983,,,,1.493,4.339,735.731,74.398,5.832,188.36,25.602,547.371
BGR,2014,40.241,566.663,3.102,3.201,4.509,1408.176,58.48,7.71,584.682,41.52,823.494
BGR,2015,42.51,610.865,3.151,3.253,4.161,1436.994,56.125,7.413,630.487,43.875,806.507
BGR,2016,43.255,691.337,3.235,3.339,4.141,1598.294,55.356,7.48,713.535,44.644,884.759
BGR,2017,42.593,718.822,3.175,3.284,4.169,1687.664,55.935,7.453,743.665,44.065,943.999
BGR,2018,39.328,694.21,2.889,3.006,4.34,1765.159,59.08,7.347,722.309,40.92,1042.85
BGR,2019,,,,2.999,4.629,1996.441,60.686,7.627,784.887,39.314,1211.554
AUT,1973,,,,1.888,2.97,237.639,61.138,4.857,92.352,38.862,145.287
AUT,1974,,,,1.866,3.22,282.924,63.315,5.086,103.792,36.685,179.132
AUT,1975,,,,2.093,4.414,386.728,67.838,6.507,124.377,32.161,262.35
AUT,1976,,,,2.154,4.586,439.106,68.043,6.74,140.327,31.957,298.779
AUT,1977,,,,2.113,4.568,485.748,68.377,6.681,153.609,31.623,332.138
AUT,1978,,,,2.222,4.727,545.445,68.022,6.949,174.422,31.978,371.024
AUT,1979,,,,2.314,4.61,624.086,66.582,6.924,208.555,33.418,415.532
AUT,1970,,,,1.895,2.944,173.24,60.841,4.838,67.839,39.159,105.401
AUT,1971,,,,1.848,2.921,189.106,61.25,4.77,73.277,38.749,115.828
AUT,1972,,,,1.856,2.909,209.054,61.053,4.765,81.42,38.947,127.634
TUR,1978,,,,,,61.946,,2.226,,,
TUR,1979,77.778,51.916,1.784,1.784,0.51,66.75,22.222,2.293,51.916,77.778,14.833
TUR,1975,,,,,,41.765,,2.156,,,
TUR,1976,,,,,,37.807,,1.695,,,
TUR,1977,,,,,,55.541,,1.988,,,
TUR,1981,89.286,80.705,2.299,2.299,0.276,90.39,10.714,2.574,80.705,89.286,9.685
TUR,1982,80.645,64.57,1.731,1.731,0.415,80.066,19.355,2.146,64.57,80.645,15.497
TUR,1983,83.333,73.952,1.828,1.828,0.366,88.742,16.667,2.194,73.952,83.333,14.79
TUR,1984,59.375,54.196,1.255,1.255,0.892,91.277,42.188,2.114,54.196,59.375,38.507
TUR,1980,76.471,56.152,1.805,1.805,0.694,73.429,29.412,2.361,56.152,76.471,21.597
POL,2001,28.978,193.58,1.646,1.646,4.033,668.022,71.022,5.679,193.58,28.978,474.441
POL,2002,26.45,204.739,1.608,1.797,4.282,774.069,70.441,6.079,228.804,29.559,545.264
IND,2010,65.185,,2.2,2.513,0.862,,25.53,3.375,,74.47,
IND,2011,62.225,,2.02,2.337,0.91,,28.022,3.246,,71.978,
POL,2000,31.12,187.921,1.649,1.649,3.649,603.857,68.88,5.298,187.921,31.12,415.937
IND,2012,63,,2.097,2.427,0.903,,27.115,3.329,,72.885,
IND,2013,69.073,,2.59,2.921,0.829,,22.106,3.749,,77.894,
IND,2014,67.014,,2.426,2.79,0.829,,22.909,3.62,,77.091,
IND,2015,64.664,,2.326,2.67,0.928,,25.795,3.598,,74.205,
IND,2016,63.206,,2.235,2.58,0.956,,27.024,3.536,,72.976,
IND,2017,62.402,,2.248,2.596,0.99,,27.468,3.603,,72.063,
POL,2012,24.264,383.032,1.505,1.858,4.343,1578.599,70.041,6.201,472.933,29.959,1105.666
POL,2013,23.645,395.064,1.508,1.871,4.505,1670.783,70.658,6.375,490.249,29.342,1180.534
POL,2010,23.714,337.402,1.522,1.818,4.601,1422.788,71.68,6.419,402.94,28.32,1019.849
IND,2000,71.702,,2.984,3.222,0.939,,22.577,4.161,,77.423,
POL,2011,23.955,358.511,1.493,1.816,4.418,1496.615,70.873,6.234,435.924,29.127,1060.691
IND,2001,74.106,,3.258,3.488,0.909,,20.67,4.396,,79.33,
IND,2002,73.374,,3.209,3.496,0.877,,20.06,4.373,,79.94,
IND,2003,73.425,,3.035,3.315,0.819,,19.81,4.134,,80.19,
IND,2004,72.483,,2.958,3.28,0.801,,19.633,4.081,,80.367,
IND,2005,73.149,,2.86,3.082,0.828,,21.18,3.91,,78.82,
POL,2009,24.36,320.473,1.605,1.867,4.72,1315.59,71.652,6.587,372.943,28.348,942.647
IND,2006,72.257,,2.709,2.944,0.805,,21.467,3.749,,78.533,
IND,2007,70.817,,2.569,2.833,0.795,,21.91,3.628,,78.09,
POL,2007,26.291,276.19,1.544,1.757,4.115,1050.531,70.075,5.873,314.373,29.925,736.158
IND,2008,69.148,,2.506,2.789,0.836,,23.059,3.625,,76.941,
POL,2008,24.43,298.719,1.557,1.806,4.568,1222.748,71.667,6.373,346.442,28.333,876.306
IND,2009,66.758,,2.4,2.688,0.907,,25.231,3.594,,74.769,
POL,2005,27.746,231.567,1.611,1.819,3.988,834.605,68.675,5.807,261.4,31.32,573.162
POL,2006,27.106,244.694,1.572,1.784,4.016,902.741,69.24,5.801,277.687,30.76,625.054
CAN,1970,,,,1.857,4.402,273.144,70.334,6.258,81.03,29.666,192.114
POL,2003,27.581,215.548,1.644,1.838,4.123,781.512,69.156,5.962,240.913,30.827,540.459
CAN,1971,,,,1.726,4.785,313.296,73.487,6.512,83.063,26.513,230.233
POL,2004,29.444,246.592,1.728,1.893,3.975,837.506,67.739,5.869,270.152,32.257,567.315
CAN,1972,,,,1.662,4.769,338.121,74.162,6.431,87.364,25.838,250.756
IRL,2012,13.889,607.404,1.484,2.984,7.703,4373.285,72.074,10.687,1221.286,27.926,3151.998
CAN,1973,,,,1.574,4.551,366.622,74.301,6.126,94.219,25.699,272.403
IRL,2013,14.279,614.311,1.471,2.968,7.332,4302.337,71.186,10.3,1239.694,28.814,3062.643
CAN,1974,,,,1.472,4.564,420.07,75.615,6.036,102.435,24.385,317.635
IRL,2014,14.033,596.603,1.358,2.804,6.871,4251.482,71.016,9.676,1232.247,28.984,3019.235
CAN,1975,,,,1.526,4.968,487.35,76.506,6.493,114.497,23.494,372.853
IRL,2015,13.218,567.976,0.967,2.046,5.271,4296.886,72.04,7.317,1201.43,27.96,3095.456
CAN,1976,,,,1.469,5.031,543.173,77.403,6.5,122.743,22.597,420.431
IRL,2016,12.67,575.794,0.939,2.043,5.371,4544.695,72.443,7.414,1252.393,27.557,3292.302
CAN,1977,,,,1.49,4.99,580.632,77.007,6.48,133.505,22.993,447.128
IRL,2017,12.59,597.127,0.901,1.947,5.208,4742.979,72.786,7.155,1290.755,27.214,3452.224
CAN,1978,,,,1.51,4.947,624.607,76.615,6.457,146.062,23.385,478.546
IRL,2018,12.083,593.515,0.837,1.809,5.12,4911.848,73.891,6.929,1282.424,26.109,3629.425
CAN,1979,,,,1.526,4.824,692.06,75.962,6.35,166.357,24.038,525.703
IRL,2019,11.736,619.126,0.803,1.76,5.082,5275.543,74.278,6.841,1356.981,25.722,3918.562
IRL,2010,13.796,558.615,1.449,2.502,8.001,4049.216,76.178,10.503,964.614,23.822,3084.602
IRL,2011,13.908,585.097,1.489,2.962,7.747,4206.865,72.342,10.708,1163.541,27.658,3043.323
CAN,1980,,,,1.561,4.975,791.573,76.118,6.536,189.044,23.882,602.529
CAN,1981,,,,1.599,5.167,898.537,76.373,6.766,212.297,23.627,686.239
CAN,1982,,,,1.739,5.756,995.785,76.8,7.495,231.018,23.2,764.767
CAN,1983,,,,1.781,5.883,1066.424,76.758,7.664,247.862,23.242,818.562
IRL,2001,10.647,227.128,0.681,1.38,5.02,2133.248,78.439,6.399,459.958,21.561,1673.291
CAN,1984,,,,1.803,5.748,1134.677,76.12,7.551,270.962,23.88,863.715
IRL,2002,10.467,253.184,0.699,1.402,5.272,2418.861,78.991,6.675,508.173,21.009,1910.687
CAN,1985,,,,1.846,5.712,1212.484,75.577,7.558,296.119,24.423,916.365
IRL,2003,13.148,339.039,0.922,1.488,5.52,2578.581,78.763,7.009,547.609,21.237,2030.972
CAN,1986,,,,1.944,5.854,1278.43,75.066,7.798,318.759,24.934,959.671
IRL,2004,12.219,342.705,0.883,1.523,5.702,2804.766,78.916,7.225,591.344,21.084,2213.422
CAN,1987,,,,1.936,5.803,1357.037,74.989,7.739,339.415,25.011,1017.622
IRL,2005,13.553,419.245,1.037,1.616,6.032,3093.376,78.868,7.648,653.697,21.132,2439.68
CAN,1988,15.331,223.963,1.186,1.959,5.779,1460.854,74.682,7.738,369.857,25.318,1090.997
IRL,2006,13.93,446.087,1.047,1.666,5.847,3202.447,77.825,7.513,710.132,22.175,2492.315
CAN,1989,15.076,238.059,1.198,2.025,5.921,1579.06,74.518,7.946,402.376,25.482,1176.684
IRL,2007,11.571,391.449,0.903,1.62,6.182,3382.945,79.233,7.802,702.523,20.767,2680.422
IRL,2008,11.863,432.205,1.08,1.882,7.22,3643.273,79.321,9.102,753.375,20.679,2889.898
SWE,2000,14.462,317.46,1.066,1.066,6.303,2195.058,85.538,7.369,317.46,14.462,1877.598
SWE,2002,16.477,434.392,1.36,1.436,6.818,2636.406,82.605,8.254,458.612,17.395,2177.794
SWE,2001,16.864,404.381,1.34,1.417,6.527,2397.827,82.169,7.944,427.563,17.831,1970.264
SWE,2004,16.243,450.185,1.328,1.412,6.766,2771.639,82.73,8.179,478.664,17.27,2292.975
SWE,2003,15.853,424.042,1.326,1.409,6.957,2674.776,83.158,8.366,450.482,16.842,2224.294
SWE,2006,16.491,495.74,1.336,1.425,6.677,3006.077,82.407,8.102,528.862,17.593,2477.215
SWE,2005,16.596,466.251,1.361,1.449,6.75,2809.376,82.332,8.199,496.369,17.668,2313.007
IRL,2000,12.117,221.612,0.716,1.328,4.577,1828.924,77.514,5.905,411.243,22.486,1417.681
SWE,2008,16.309,556.846,1.344,1.441,6.802,3414.353,82.518,8.243,596.899,17.482,2817.454
SWE,2007,16.275,524.408,1.309,1.401,6.642,3222.236,82.577,8.044,561.416,17.423,2660.82
